Package,Class,Lines of Code,Cyclomatic Complexity,Weighted Methods per Class,Depth of Inheritance Tree,Number of Children,Coupling between Objects,Response for Class,Lack of Cohesion of Methods
org::eclipse::osgi::tests::resolver::TestRFC79_005,org::eclipse::osgi::tests::services::resolver::AbstractStateTest,114,19,19,3,0,12,30,35
nativetest::c::Activator,org::osgi::framework::BundleActivator,8,2,2,1,0,7,8,1
org::eclipse::osgi::internal::signedcontent::Base64,java::lang::Object,174,26,26,1,0,1,4,1
org::eclipse::osgi::storagemanager::StorageManager::Entry,java::lang::Object,23,7,7,1,0,0,6,0
org::eclipse::osgi::framework::internal::core::SecurePermissionStorage,org::eclipse::osgi::framework::adaptor::PermissionStorage,69,17,17,1,0,5,14,0
org::eclipse::osgi::framework::internal::core::StartLevelManager,org::eclipse::osgi::framework::eventmgr::EventDispatcher,647,103,103,1,0,38,96,62
org::eclipse::osgi::framework::internal::core::ExportedPackageImpl,java::lang::Object,61,19,19,1,0,15,29,13
org::eclipse::osgi::framework::internal::core::FilterImpl::SetAccessibleAction,java::security::PrivilegedAction,7,2,2,1,0,2,2,0
org::eclipse::osgi::internal::signedcontent::SignedContentFile::SignedContentFileEntry,org::eclipse::osgi::signedcontent::SignedContentEntry,27,10,10,1,0,9,9,0
substitutes::y::Ny,java::lang::Object,0,0,0,1,0,0,0,0
org::eclipse::osgi::tests::resolver::TestRFC79_007,org::eclipse::osgi::tests::services::resolver::AbstractStateTest,158,26,26,3,0,12,34,81
org::eclipse::osgi::internal::resolver::ComputeNodeOrder,java::lang::Object,73,8,8,1,0,3,13,0
org::eclipse::osgi::internal::profile::Profile,java::lang::Object,178,32,32,1,0,9,31,42
org::eclipse::osgi::framework::internal::core::FrameworkProperties,java::lang::Object,42,11,11,1,0,7,20,4
org::eclipse::osgi::framework::eventmgr::ListenerQueue,java::lang::Object,151,18,18,1,0,12,28,0
org::eclipse::osgi::tests::internal::plugins::InstallTests,java::lang::Object,147,20,20,1,0,14,28,28
osgi::lazystart::a::Activator,org::osgi::framework::BundleActivator,6,2,2,1,0,5,5,1
org::osgi::framework::ServicePermissionCollection,java::security::PermissionCollection,129,20,19,1,0,7,17,0
fragment::test::attach::host::a::Activator,org::osgi::framework::BundleActivator,6,2,2,1,0,5,5,1
org::eclipse::osgi::tests::resolver::TestRFC79_006,org::eclipse::osgi::tests::services::resolver::AbstractStateTest,184,31,31,3,0,12,36,110
org::eclipse::osgi::internal::baseadaptor::AdaptorMsg,org::eclipse::osgi::util::NLS,4,1,1,2,0,2,2,0
org::eclipse::osgi::internal::service::security::DefaultAuthorizationEngine,org::eclipse::osgi::internal::provisional::service::security::AuthorizationEngine,123,34,34,2,0,28,48,5
org::eclipse::osgi::internal::resolver::StateImpl,org::eclipse::osgi::service::resolver::State,647,127,127,1,2,50,135,1036
org::eclipse::osgi::framework::internal::core::ConditionalPermissionSet,org::eclipse::osgi::framework::internal::core::BundlePermissionCollection,210,37,37,2,0,15,27,3
org::eclipse::osgi::framework::internal::core::FilterImpl,java::lang::Object,647,127,127,1,0,33,90,35
chain::test::a::Activator,org::osgi::framework::BundleActivator,6,2,2,1,0,5,5,1
org::eclipse::osgi::tests::perf::BasePerformanceTest,org::eclipse::osgi::tests::services::resolver::AbstractStateTest,54,9,9,3,2,15,23,0
org::eclipse::core::runtime::internal::adaptor::EclipseAdaptorMsg,org::eclipse::osgi::util::NLS,4,1,1,2,0,3,3,0
org::eclipse::osgi::tests::bundles::AbstractBundleTests,java::lang::Object,126,37,37,1,6,16,38,3
org::eclipse::osgi::internal::resolver::StateMsg,org::eclipse::osgi::util::NLS,4,1,1,2,0,2,2,0
org::eclipse::osgi::framework::internal::reliablefile::ReliableFile::CacheInfo,java::lang::Object,5,1,1,1,0,1,0,0
org::eclipse::osgi::tests::services::resolver::StateResolverTest::CatchAllValue,java::lang::Object,6,2,2,1,0,1,1,0
org::eclipse::osgi::framework::internal::core::OSGi,java::lang::Object,76,8,8,1,0,7,16,4
legacy::lazystart::TrueExceptionLegacy1,java::lang::Object,4,1,1,1,0,3,3,0
legacy::lazystart::SimpleLegacy,java::lang::Object,3,1,1,1,0,2,2,0
org::eclipse::osgi::baseadaptor::BaseAdaptor,org::eclipse::osgi::framework::adaptor::FrameworkAdaptor,406,70,71,1,0,42,95,306
org::eclipse::osgi::internal::provisional::service::security::AuthorizationEngine,java::lang::Object,45,6,6,1,1,10,15,1
org::eclipse::osgi::internal::baseadaptor::InvalidVersion,org::osgi::framework::Version,18,3,3,2,0,1,3,0
org::osgi::framework::FrameworkEvent,java::util::EventObject,65,5,5,1,0,2,4,3
org::osgi::service::url::AbstractURLStreamHandlerService,java::net::URLStreamHandler,98,10,10,1,0,6,21,36
org::eclipse::core::runtime::internal::adaptor::ContextFinder,java::lang::ClassLoader,117,34,34,1,0,14,34,1
legacy::lazystart::FalseExceptionLegacy2,java::lang::Object,3,1,1,1,0,2,2,0
org::eclipse::osgi::framework::internal::core::StartLevelEvent,java::util::EventObject,22,4,4,1,0,1,4,3
substitutes::x::Bx,java::lang::Object,0,0,0,1,0,0,0,0
org::eclipse::osgi::framework::internal::protocol::MultiplexingFactory,java::lang::Object,96,23,23,1,2,18,38,18
org::osgi::framework::AdminPermission,java::security::BasicPermission,631,75,75,1,0,20,43,7
org::eclipse::osgi::internal::resolver::ReadOnlyState,java::lang::Object,138,45,45,1,0,17,66,756
org::eclipse::osgi::framework::internal::protocol::ContentHandlerProxy,java::net::ContentHandler,93,19,19,1,0,13,17,3
org::eclipse::osgi::framework::internal::core::ServiceReferenceImpl,java::lang::Object,230,33,33,2,0,12,34,15
org::eclipse::osgi::framework::internal::core::ReferenceInputStream,java::io::InputStream,9,3,3,1,0,2,3,1
org::eclipse::osgi::framework::internal::core::BundleLoaderProxy,org::osgi::service::packageadmin::RequiredBundle,159,43,43,1,0,27,52,4
org::eclipse::osgi::baseadaptor::bundlefile::ZipBundleEntry,org::eclipse::osgi::baseadaptor::bundlefile::BundleEntry,73,13,13,2,0,12,19,0
org::eclipse::osgi::internal::baseadaptor::BaseStorage,org::osgi::framework::SynchronousBundleListener,647,127,127,3,0,50,135,398
org::eclipse::osgi::framework::util::SecureAction,java::lang::Object,361,53,53,1,0,30,48,37
substitutes::x::Ax,java::lang::Object,0,0,0,1,0,0,0,0
org::eclipse::osgi::framework::internal::reliablefile::ReliableFileInputStream,java::io::FilterInputStream,152,22,23,1,0,4,22,30
org::eclipse::osgi::tests::OSGiTestsActivator,java::lang::Object,12,4,4,1,0,4,3,0
org::eclipse::osgi::framework::internal::core::Framework::GetDataFileAction,java::security::PrivilegedAction,7,2,2,1,0,3,3,0
org::eclipse::osgi::tests::resolver::TestPropagation_003,org::eclipse::osgi::tests::services::resolver::AbstractStateTest,123,20,20,3,0,12,32,60
org::eclipse::osgi::internal::baseadaptor::BundleInstall,java::lang::Object,95,22,22,1,0,25,47,0
legacy::lazystart::b::Activator,java::lang::Object,6,2,2,1,0,5,5,1
org::eclipse::osgi::internal::module::PermissionChecker,java::lang::Object,48,11,11,1,0,12,14,0
org::eclipse::core::runtime::internal::adaptor::Locker_JavaIo,org::eclipse::core::runtime::internal::adaptor::Locker,44,12,12,1,0,3,8,0
org::eclipse::osgi::tests::listeners::ExceptionHandlerTests,java::lang::Object,58,5,5,1,0,11,17,1
org::eclipse::osgi::tests::perf::AllTests,java::lang::Object,12,3,3,1,0,5,6,0
org::eclipse::osgi::internal::profile::DefaultProfileLogger::AccumPerfScope,java::lang::Object,4,1,1,1,0,1,0,0
org::eclipse::osgi::tests::resolver::TestVersion_001,org::eclipse::osgi::tests::services::resolver::AbstractStateTest,128,21,21,3,0,12,30,30
org::eclipse::core::launcher::Main,java::lang::Object,7,1,1,1,0,2,2,0
org::eclipse::osgi::internal::resolver::StateDeltaImpl,org::eclipse::osgi::service::resolver::StateDelta,98,26,26,1,0,10,29,2
org::eclipse::osgi::tests::resolver::TestCycle_006,org::eclipse::osgi::tests::services::resolver::AbstractStateTest,92,15,15,3,0,10,24,42
org::eclipse::osgi::internal::module::ResolverImport,org::eclipse::osgi::internal::module::ResolverConstraint,17,6,6,2,0,4,8,0
org::eclipse::osgi::internal::signedcontent::TrustEngineListener,java::lang::Object,130,33,33,1,0,28,42,2
org::eclipse::osgi::framework::eventmgr::EventListeners::ListElement,java::lang::Object,9,1,1,1,0,0,0,0
org::eclipse::osgi::framework::internal::core::SingleSourcePackage,org::eclipse::osgi::framework::internal::core::PackageSource,28,9,9,2,1,8,12,5
org::eclipse::core::runtime::internal::adaptor::EclipseErrorHandler,org::eclipse::osgi::baseadaptor::HookConfigurator,68,15,17,1,0,16,20,44
thread::locktest::Activator,org::osgi::framework::BundleActivator,21,4,4,1,0,10,13,3
org::eclipse::osgi::tests::resolver::TestDynamic_001,org::eclipse::osgi::tests::services::resolver::AbstractStateTest,76,12,12,3,0,11,26,25
org::eclipse::core::runtime::internal::adaptor::CachedManifest,java::util::Dictionary,107,34,34,1,0,17,43,27
org::eclipse::osgi::tests::resolver::TestVersion_003,org::eclipse::osgi::tests::services::resolver::AbstractStateTest,103,17,17,3,0,12,30,39
org::eclipse::osgi::tests::resolver::TestOptional_001,org::eclipse::osgi::tests::services::resolver::AbstractStateTest,107,19,19,3,0,12,31,39
org::osgi::service::condpermadmin::BooleanCondition,java::lang::Object,19,7,7,1,0,1,5,6
org::eclipse::osgi::framework::internal::core::FrameworkSecurityManager::CheckPermissionAction,java::lang::Object,9,2,2,1,0,2,2,0
org::eclipse::osgi::framework::internal::reliablefile::ReliableFileOutputStream,java::io::FilterOutputStream,134,18,18,1,0,8,27,7
org::eclipse::osgi::service::resolver::VersionRange,java::lang::Object,125,22,22,1,0,6,23,13
org::eclipse::osgi::framework::internal::core::PackageSource,java::lang::Object,43,14,14,1,3,8,15,49
xfriends::test3::Activator,java::lang::Object,15,4,4,1,0,6,5,1
osgi::lazystart::b::Activator,java::lang::Object,6,2,2,1,0,5,5,1
org::eclipse::osgi::tests::services::resolver::AbstractStateTest,org::eclipse::osgi::tests::OSGiTest,240,44,44,2,45,18,69,120
substitutes::y::Ay,java::lang::Object,0,0,0,1,0,0,0,0
substitutes::y::Ky,java::lang::Object,0,0,0,1,0,0,0,0
org::eclipse::osgi::service::pluginconversion::PluginConversionException,java::lang::Exception,41,5,5,1,0,1,3,0
circularity::test::a::Activator,org::osgi::framework::BundleActivator,11,3,3,1,0,8,7,1
org::eclipse::osgi::framework::log::FrameworkLogEntry,java::lang::Object,97,9,9,1,0,3,7,21
org::eclipse::osgi::baseadaptor::bundlefile::NestedDirBundleFile,org::eclipse::osgi::baseadaptor::bundlefile::BundleFile,42,10,11,2,0,6,15,14
ext::framework::a::importer::Activator,org::osgi::framework::BundleActivator,15,4,4,1,0,11,13,1
org::eclipse::osgi::tests::appadmin::SimpleApp,java::lang::Object,30,7,7,1,0,5,10,0
org::eclipse::osgi::internal::signedcontent::SignedBundleHook,org::eclipse::osgi::signedcontent::SignedContentFactory,215,56,56,1,0,50,72,83
org::eclipse::osgi::internal::signedcontent::DNChainMatching,java::lang::Object,331,63,63,1,0,8,27,0
org::eclipse::osgi::service::security::TrustEngine,java::lang::Object,109,7,7,1,1,5,14,28
org::eclipse::osgi::framework::internal::core::FilteredSourcePackage,org::eclipse::osgi::framework::internal::core::SingleSourcePackage,66,27,27,3,0,8,21,6
org::eclipse::osgi::framework::internal::core::BundleRepository,java::lang::Object,127,27,27,1,0,10,30,9
org::eclipse::osgi::tests::resolver::TestDynamic_002,org::eclipse::osgi::tests::services::resolver::AbstractStateTest,111,18,18,3,0,12,32,39
org::eclipse::osgi::tests::util::NLSTestCase,java::lang::Object,7,2,2,1,0,3,4,0
org::eclipse::osgi::tests::util::TextProcessorTestCase,java::lang::Object,11,2,2,1,2,1,3,0
org::eclipse::osgi::internal::signedcontent::SignerInfoImpl,org::eclipse::osgi::signedcontent::SignerInfo,45,15,15,1,0,2,14,9
org::eclipse::core::runtime::internal::adaptor::MessageHelper,java::lang::Object,32,8,8,1,0,12,18,1
org::eclipse::core::runtime::internal::adaptor::EclipseLogHook,java::lang::Object,81,18,18,1,0,28,44,44
org::eclipse::osgi::framework::internal::core::ParentPolicy,java::lang::Object,12,3,3,1,0,4,3,3
org::eclipse::osgi::framework::internal::core::ServiceRegistrationImpl,org::osgi::framework::ServiceRegistration,484,51,51,1,0,21,51,3
substitutes::y::By,java::lang::Object,0,0,0,1,0,0,0,0
exporter::importer::test::Test1,java::lang::Object,0,0,0,1,0,0,0,0
org::osgi::framework::BundleException,java::lang::Exception,58,5,5,1,1,2,5,2
substitutes::z::Fz,java::lang::Object,0,0,0,1,0,0,0,0
org::eclipse::osgi::tests::services::resolver::SimplePlatformAdmin,org::eclipse::osgi::internal::baseadaptor::StateManager,4,1,1,2,0,2,3,0
org::eclipse::osgi::framework::internal::core::PermissionsHash,java::security::PermissionCollection,60,8,8,1,0,4,13,0
org::eclipse::osgi::tests::resolver::TestRFC79_001,org::eclipse::osgi::tests::services::resolver::AbstractStateTest,151,25,25,3,0,12,32,51
org::eclipse::core::runtime::internal::stats::ClassloaderStats,java::lang::Object,179,40,43,1,0,28,80,62
org::eclipse::osgi::tests::appadmin::FailedApp,java::lang::Object,6,2,2,1,0,1,3,0
org::eclipse::osgi::internal::resolver::BaseDescriptionImpl,java::lang::Object,14,5,5,1,4,2,4,1
org::eclipse::osgi::baseadaptor::bundlefile::ZipBundleFile,org::eclipse::osgi::baseadaptor::bundlefile::BundleFile,270,70,70,2,0,25,75,14
osgi::lazystart::LazyExclude1,org::eclipse::osgi::tests::bundles::ITestRunner,4,1,1,1,0,3,3,0
osgi::lazystart::LazyExclude2,org::eclipse::osgi::tests::bundles::ITestRunner,3,1,1,1,0,2,2,0
org::eclipse::osgi::framework::internal::core::ManifestLocalization,java::lang::Object,134,34,34,1,0,20,47,0
org::eclipse::osgi::tests::resolver::TestRFC79_003,org::eclipse::osgi::tests::services::resolver::AbstractStateTest,162,28,28,3,0,12,32,45
org::eclipse::osgi::tests::resolver::TestGrouping_001,org::eclipse::osgi::tests::services::resolver::AbstractStateTest,105,18,18,3,0,12,30,39
org::eclipse::core::runtime::internal::adaptor::BasicLocation,java::lang::Object,150,48,48,1,0,16,45,79
org::eclipse::equinox::launcher::Main::Identifier,java::lang::Object,52,11,11,1,0,5,6,0
org::eclipse::osgi::framework::internal::core::FilteredServiceListener,org::osgi::framework::ServiceListener,72,12,12,2,0,11,21,0
org::eclipse::osgi::baseadaptor::bundlefile::DirBundleFile,org::eclipse::osgi::baseadaptor::bundlefile::BundleFile,67,14,14,2,0,9,17,15
osgi::lazystart::LazyInclude2,org::eclipse::osgi::tests::bundles::ITestRunner,3,1,1,1,0,2,2,0
org::eclipse::osgi::tests::services::resolver::NewResolverTest,org::eclipse::osgi::tests::services::resolver::AbstractStateTest,35,4,4,3,0,7,14,1
substitutes::y::Jy,java::lang::Object,0,0,0,1,0,0,0,0
org::eclipse::osgi::tests::resolver::TestGrouping_002,org::eclipse::osgi::tests::services::resolver::AbstractStateTest,90,13,15,3,0,10,24,42
org::eclipse::osgi::internal::module::ResolverConstraint,java::lang::Object,98,31,31,1,3,8,33,4
org::eclipse::osgi::internal::signedcontent::SignatureBlockProcessor,org::eclipse::osgi::internal::signedcontent::SignedContentConstants,436,67,67,1,0,35,87,0
substitutes::y::My,java::lang::Object,0,0,0,1,0,0,0,0
org::eclipse::osgi::internal::provisional::service::security::AuthorizationStatus,java::lang::Object,0,0,0,1,0,0,0,0
org::eclipse::osgi::internal::baseadaptor::BaseHookConfigurator,org::eclipse::osgi::baseadaptor::HookConfigurator,7,1,1,1,0,4,7,0
org::eclipse::osgi::internal::resolver::StateReader,java::lang::Object,633,127,127,1,0,50,135,1
substitutes::q::BFq,java::lang::Object,0,0,0,1,0,0,0,0
org::eclipse::osgi::signedcontent::InvalidContentException,java::io::IOException,32,3,3,1,0,2,4,1
org::eclipse::osgi::framework::adaptor::BundleProtectionDomain,java::security::ProtectionDomain,9,1,1,1,1,1,1,0
org::eclipse::osgi::baseadaptor::loader::ClasspathManager,java::lang::Object,524,118,118,1,0,37,102,115
org::eclipse::core::runtime::internal::adaptor::PluginConverterImpl,java::lang::Object,631,127,127,1,0,50,135,11
xfriends::test1::external::TestFriends,java::lang::Object,0,0,0,1,0,0,0,0
org::eclipse::osgi::util::NLS,java::lang::Object,254,50,52,1,6,26,53,6
org::eclipse::osgi::framework::internal::core::MultiSourcePackage,org::eclipse::osgi::framework::internal::core::PackageSource,31,10,10,2,0,7,9,6
substitutes::y::Ly,java::lang::Object,0,0,0,1,0,0,0,0
org::eclipse::osgi::framework::internal::core::DependentPolicy,org::eclipse::osgi::framework::internal::core::IBuddyPolicy,83,23,23,1,1,12,20,0
org::eclipse::osgi::internal::signedcontent::SignedBundleFile::SignedBundleEntry,org::eclipse::osgi::baseadaptor::bundlefile::BundleEntry,24,8,8,2,0,7,13,0
org::eclipse::osgi::framework::internal::core::RegisteredPolicy,org::eclipse::osgi::framework::internal::core::DependentPolicy,86,24,24,2,0,16,23,3
nativetest::b2::Activator,java::lang::Object,9,2,2,1,0,7,8,1
osgi::lazystart::LazyInclude1,java::lang::Object,4,1,1,1,0,3,3,0
org::osgi::framework::PackagePermission,java::security::BasicPermission,291,36,36,1,0,10,25,7
org::eclipse::osgi::framework::util::Headers,java::util::Map,220,43,43,1,1,15,40,158
org::eclipse::osgi::tests::resolver::TestRFC79_002,org::eclipse::osgi::tests::services::resolver::AbstractStateTest,193,33,33,3,0,12,34,63
exporter::importer::Activator,java::lang::Object,7,2,2,1,0,3,3,1
org::eclipse::equinox::launcher::Main::EclipsePolicy,java::security::Policy,62,12,12,1,0,6,12,0
org::osgi::service::permissionadmin::PermissionInfo,java::lang::Object,351,56,56,1,0,7,22,9
org::eclipse::osgi::internal::signedcontent::LegacyVerifierFactory,org::eclipse::osgi::internal::provisional::verifier::CertificateVerifierFactory,17,5,5,1,0,8,7,0
client2::multiple::exports::Activator,java::lang::Object,26,6,6,1,0,6,5,1
org::eclipse::osgi::tests::util::BidiTextProcessorTestCase,org::eclipse::osgi::tests::util::TextProcessorTestCase,169,39,43,2,0,3,30,84
substitutes::x::Ix,java::lang::Object,0,0,0,1,0,0,0,0
legacy::lazystart::FalseExceptionLegacy1,java::lang::Object,4,1,1,1,0,3,3,0
org::eclipse::osgi::framework::launcher::Launcher,java::lang::Object,256,39,39,1,0,20,45,1
org::eclipse::osgi::framework::internal::core::PackageAdminImpl,java::lang::Object,559,127,127,1,0,50,135,49
org::osgi::framework::PackagePermissionCollection,java::security::PermissionCollection,132,19,19,1,0,7,17,0
org::eclipse::osgi::internal::signedcontent::LegacyVerifierFactory::LegacyVerifier,org::eclipse::osgi::internal::provisional::verifier::CertificateVerifier,42,11,11,1,0,13,17,0
org::eclipse::osgi::framework::adaptor::FilePath,java::lang::Object,194,42,42,1,0,7,31,10
org::eclipse::osgi::baseadaptor::bundlefile::BundleEntry,java::lang::Object,100,12,12,1,4,6,12,28
exporter::importer::test::Test2,java::lang::Object,0,0,0,1,0,0,0,0
org::eclipse::osgi::internal::service::security::KeyStoreTrustEngine,org::eclipse::osgi::service::security::TrustEngine,235,46,48,2,0,22,49,10
org::eclipse::osgi::tests::security::BaseSecurityTest,java::lang::Object,179,38,38,1,4,28,68,1
org::eclipse::osgi::framework::internal::protocol::ContentHandlerFactory,org::eclipse::osgi::framework::internal::protocol::MultiplexingFactory,111,24,24,2,0,26,41,7
org::eclipse::osgi::framework::internal::core::BundleHost,org::eclipse::osgi::framework::internal::core::AbstractBundle,561,112,112,2,1,38,84,5
org::eclipse::osgi::framework::internal::core::SystemPolicy::ParentClassLoader,java::lang::ClassLoader,3,1,1,1,0,0,1,0
org::eclipse::core::runtime::internal::adaptor::Locker_JavaNio,org::eclipse::core::runtime::internal::adaptor::Locker,73,15,15,1,0,14,13,0
legacy::lazystart::a::Activator,org::osgi::framework::BundleActivator,6,2,2,1,0,5,5,1
org::eclipse::osgi::framework::internal::core::PolicyHandler,java::lang::Object,143,34,34,1,0,20,42,5
org::eclipse::osgi::internal::resolver::ComputeNodeOrder::Digraph,java::lang::Object,247,32,34,1,0,11,29,9
org::osgi::framework::BundlePermission,java::security::BasicPermission,313,42,42,1,0,10,25,7
osgi::lazystart::c::Activator,java::lang::Object,6,2,2,1,0,5,5,1
org::eclipse::osgi::tests::resolver::TestDynamic_003,org::eclipse::osgi::tests::services::resolver::AbstractStateTest,112,18,18,3,0,12,31,39
org::eclipse::core::runtime::internal::adaptor::EclipseAppLauncher,org::eclipse::osgi::service::runnable::ApplicationLauncher,100,22,22,1,0,23,29,3
org::eclipse::osgi::tests::resolver::TestGrouping_008,org::eclipse::osgi::tests::services::resolver::AbstractStateTest,115,19,19,3,0,12,31,39
org::eclipse::core::runtime::internal::adaptor::EclipseClassLoadingHook,org::eclipse::osgi::baseadaptor::HookConfigurator,188,50,50,1,0,29,57,28
